Date,Open,High,Low,Close,Volume,ticker
2019-02-22,103.45,104.57,102.52,104.47,60688324,MSFT
2019-02-25,103.73,104.47,103.48,103.81,28625418,MSFT
2019-02-26,105.02,105.17,104.02,104.33,74242608,MSFT
2019-02-27,106.96,107.72,105.51,107.67,74736384,MSFT
2019-02-28,106.94,107.04,106.33,106.37,19142451,MSFT
2019-03-01,105.08,105.48,103.91,104.53,54849476,MSFT
2019-03-04,103.28,104.04,103.16,103.62,21929901,MSFT
2019-03-05,105.05,106.91,104.67,105.44,5716065,MSFT
2019-03-06,104.39,105.71,103.75,105.11,32884201,MSFT
2019-03-07,107.95,108.28,107.22,107.6,65684441,MSFT
2019-03-08,105.5,106.31,103.4,104.32,35491438,MSFT
2019-03-11,106.77,108.21,105.8,106.43,79829276,MSFT
2019-03-12,111.0,111.09,108.38,108.41,8953502,MSFT
2019-03-13,104.7,106.74,104.28,105.92,61055508,MSFT
2019-03-14,105.86,107.3,105.72,106.29,26563722,MSFT
2019-03-15,109.3,110.59,108.56,108.61,42221945,MSFT
2019-03-18,107.92,109.42,107.28,108.87,49115468,MSFT
2019-03-19,111.24,111.31,110.6,110.83,66170107,MSFT
2019-03-20,116.37,116.75,114.98,115.5,16555742,MSFT
2019-03-21,116.4,117.83,115.59,116.14,79075242,MSFT
2019-03-22,115.56,116.41,115.29,115.69,37510784,MSFT
2019-03-25,115.27,115.39,114.26,114.28,81573535,MSFT
2019-03-26,116.14,116.41,115.42,115.65,75231940,MSFT
2019-03-27,116.15,117.47,114.94,115.36,70897296,MSFT
2019-03-28,115.73,115.94,114.24,115.11,71856427,MSFT
2019-03-29,114.46,115.47,113.55,115.01,17741086,MSFT
2019-04-01,115.41,116.47,114.53,116.39,23189866,MSFT
2019-04-02,114.12,115.87,113.62,114.39,11526566,MSFT
2019-04-03,111.81,112.79,111.54,111.55,12537249,MSFT
2019-04-04,107.04,107.8,106.61,107.12,61170644,MSFT
2019-04-05,110.37,111.59,109.25,109.43,10751399,MSFT
2019-04-08,109.98,110.4,109.38,109.66,55776026,MSFT
2019-04-09,113.61,113.62,112.4,112.61,87438527,MSFT
2019-04-10,112.89,113.82,112.25,112.69,4531945,MSFT
2019-04-11,110.79,112.06,110.16,111.37,79096118,MSFT
2019-04-12,113.26,113.41,111.83,112.38,31229097,MSFT
2019-04-15,112.88,114.19,112.18,112.33,54420103,MSFT
2019-04-16,109.37,110.63,109.33,110.06,80273546,MSFT
2019-04-17,108.22,109.1,108.19,108.51,19749460,MSFT
2019-04-18,114.6,115.05,111.8,111.92,55733690,MSFT
2019-04-19,109.59,113.81,108.48,112.69,59850427,MSFT
2019-04-22,114.74,115.33,112.57,113.59,68408738,MSFT
2019-04-23,113.29,114.51,112.57,113.16,37807545,MSFT
2019-04-24,111.94,112.19,110.92,111.94,69447865,MSFT
2019-04-25,113.53,114.22,113.03,113.75,77521591,MSFT
2019-04-26,113.22,114.52,112.92,113.64,16517750,MSFT
2019-04-29,114.57,115.04,111.21,112.28,48129050,MSFT
2019-04-30,111.77,112.24,110.86,112.12,60764627,MSFT
2019-05-01,110.28,110.73,109.12,110.51,84900701,MSFT
2019-05-02,111.76,112.0,110.41,110.96,28848476,MSFT
2019-05-03,113.63,113.68,112.41,113.21,50611324,MSFT
2019-05-06,111.6,112.36,111.43,111.71,58978739,MSFT
2019-05-07,114.34,114.79,113.33,114.56,27237012,MSFT
2019-05-08,112.15,115.31,111.83,113.36,84868568,MSFT
2019-05-09,114.84,115.28,112.84,113.76,49794843,MSFT
2019-05-10,111.3,113.49,110.23,112.25,34735516,MSFT
2019-05-13,109.69,112.82,108.79,111.92,35972341,MSFT
2019-05-14,113.14,113.62,111.63,112.11,63823844,MSFT
2019-05-15,112.13,113.16,111.17,111.38,36298819,MSFT
2019-05-16,110.51,111.16,109.92,110.16,10061948,MSFT
2019-05-17,108.55,110.2,108.54,108.99,70233406,MSFT
2019-05-20,108.68,109.14,107.24,107.57,14337553,MSFT
2019-05-21,103.91,105.26,102.24,104.83,57727873,MSFT
2019-05-22,102.56,104.51,102.15,104.45,55306071,MSFT
2019-05-23,105.43,105.74,104.95,105.26,88933277,MSFT
2019-05-24,107.75,108.52,106.91,106.99,39154821,MSFT
2019-05-27,108.86,109.33,106.55,108.27,37556316,MSFT
2019-05-28,114.99,115.98,110.38,112.99,19192070,MSFT
2019-05-29,114.53,115.06,112.4,113.7,7064927,MSFT
2019-05-30,112.73,113.11,111.64,112.92,77637076,MSFT
2019-05-31,116.51,117.01,115.84,116.68,81440487,MSFT
2019-06-03,115.6,115.89,113.63,114.72,15124028,MSFT
2019-06-04,116.69,116.84,115.83,116.72,85066339,MSFT
2019-06-05,114.84,115.95,114.84,114.94,68249582,MSFT
2019-06-06,114.04,115.86,113.6,115.74,5320977,MSFT
2019-06-07,111.76,112.93,111.54,112.03,77897783,MSFT
2019-06-10,112.63,114.02,112.48,113.85,55333344,MSFT
2019-06-11,113.89,115.27,113.04,113.64,11969140,MSFT
2019-06-12,112.04,113.09,111.09,111.89,26777786,MSFT
2019-06-13,115.94,116.08,114.05,115.23,38049684,MSFT
2019-06-14,118.63,119.57,115.77,116.84,67806907,MSFT
2019-06-17,116.88,117.04,116.38,117.03,61248356,MSFT
2019-06-18,117.09,118.27,115.42,115.66,14657525,MSFT
2019-06-19,114.59,115.78,114.24,115.67,42510261,MSFT
2019-06-20,115.63,115.82,114.56,115.45,4596633,MSFT
2019-06-21,117.95,118.43,116.96,116.99,43065763,MSFT
2019-06-24,120.67,121.36,117.89,118.69,32195226,MSFT
2019-06-25,116.38,117.68,115.41,117.45,33342545,MSFT
2019-06-26,116.23,116.97,115.1,116.46,76318388,MSFT
2019-06-27,115.67,116.49,115.14,115.51,22504811,MSFT
2019-06-28,112.91,113.26,110.82,112.99,36353714,MSFT
2019-07-01,111.07,112.01,110.95,111.96,17278551,MSFT
2019-07-02,110.35,112.16,110.16,111.88,60229730,MSFT
2019-07-03,112.14,113.65,111.1,113.3,58026790,MSFT
2019-07-04,115.91,116.47,115.76,115.97,53072924,MSFT
2019-07-05,113.21,114.88,111.29,114.49,72428720,MSFT
2019-07-08,117.43,118.09,114.25,115.67,78242425,MSFT
2019-07-09,116.11,116.34,113.64,114.9,21966742,MSFT
2019-07-10,117.23,119.96,116.87,119.13,47219846,MSFT
2019-07-11,118.66,119.38,117.76,119.14,31587176,MSFT
2019-07-12,121.63,123.43,119.13,120.26,42491692,MSFT
2019-07-15,119.94,120.81,118.24,118.47,73056756,MSFT
2019-07-16,118.07,118.36,116.34,116.95,69338142,MSFT
2019-07-17,116.04,118.19,114.75,117.45,17553546,MSFT
2019-07-18,116.44,117.55,116.42,116.79,85508291,MSFT
2019-07-19,118.89,119.14,116.75,117.59,12199092,MSFT
2019-07-22,114.73,115.74,114.11,114.61,78779109,MSFT
2019-07-23,115.58,116.79,114.47,116.01,22170693,MSFT
2019-07-24,114.86,116.26,113.3,114.35,44827243,MSFT
2019-07-25,118.85,119.35,117.21,117.85,50321132,MSFT
2019-07-26,117.53,117.79,116.92,117.38,58097932,MSFT
2019-07-29,119.96,121.09,117.91,119.69,57212224,MSFT
2019-07-30,118.07,118.93,116.38,116.99,39519999,MSFT
2019-07-31,117.4,118.36,117.37,117.95,42596748,MSFT
2019-08-01,115.4,116.31,115.13,116.28,33699770,MSFT
2019-08-02,116.19,116.86,114.94,115.42,26859986,MSFT
2019-08-05,114.41,116.2,114.02,115.57,69224826,MSFT
2019-08-06,115.55,116.27,115.02,115.05,74618397,MSFT
2019-08-07,114.97,116.3,114.01,115.67,80100516,MSFT
2019-08-08,118.1,120.05,116.83,117.25,71967005,MSFT
2019-08-09,117.48,119.18,116.55,118.67,58700293,MSFT
2019-08-12,119.75,119.98,118.39,118.59,14975655,MSFT
2019-08-13,116.27,116.73,115.69,115.98,20578181,MSFT
2019-08-14,114.22,114.81,113.56,114.5,56817900,MSFT
2019-08-15,113.4,114.83,112.63,114.22,62057215,MSFT
2019-08-16,110.13,111.98,109.46,110.27,42595526,MSFT
2019-08-19,110.92,112.5,110.78,111.78,86997873,MSFT
2019-08-20,110.3,113.03,109.34,111.43,55686974,MSFT
2019-08-21,112.07,112.83,110.9,111.05,50001189,MSFT
2019-08-22,113.53,113.92,111.82,112.95,70282719,MSFT
2019-08-23,115.55,117.35,113.68,114.34,70688302,MSFT
2019-08-26,113.56,115.6,113.4,114.87,37215187,MSFT
2019-08-27,111.17,114.75,109.97,113.03,73666425,MSFT
2019-08-28,112.21,114.64,112.06,113.73,68020338,MSFT
2019-08-29,115.14,115.22,114.24,114.5,43726648,MSFT
2019-08-30,113.67,114.77,112.6,112.89,42591747,MSFT
2019-09-02,113.21,115.27,112.79,115.01,8751322,MSFT
2019-09-03,117.13,117.74,114.21,116.11,57937645,MSFT
2019-09-04,111.97,112.49,111.93,112.38,38035597,MSFT
2019-09-05,111.57,113.53,110.85,112.71,31716753,MSFT
2019-09-06,110.34,111.23,109.92,110.41,21823635,MSFT
2019-09-09,113.21,113.59,111.84,112.66,70191615,MSFT
2019-09-10,114.12,115.61,112.87,114.32,55883744,MSFT
2019-09-11,112.13,112.52,110.33,112.29,32298024,MSFT
2019-09-12,109.92,111.19,108.82,110.71,66889824,MSFT
2019-09-13,109.66,111.05,108.05,111.0,83993474,MSFT
2019-09-16,110.3,111.15,109.65,110.65,24830879,MSFT
2019-09-17,112.08,114.28,111.94,113.66,49119551,MSFT
2019-09-18,115.79,117.25,114.97,115.2,77270660,MSFT
2019-09-19,113.91,115.08,113.49,114.75,84375289,MSFT
2019-09-20,117.27,117.52,115.52,115.98,6466623,MSFT
2019-09-23,110.62,112.4,110.07,112.14,81544928,MSFT
2019-09-24,114.18,114.31,112.74,112.83,88686282,MSFT
2019-09-25,113.74,115.67,112.84,114.6,56971344,MSFT
2019-09-26,113.48,114.96,113.02,114.35,34724472,MSFT
2019-09-27,113.36,113.96,112.93,113.08,39434946,MSFT
2019-09-30,115.15,115.28,113.68,114.27,89711411,MSFT
2019-10-01,118.2,118.63,118.08,118.25,58279014,MSFT
2019-10-02,118.4,119.79,118.11,118.76,62455901,MSFT
2019-10-03,118.6,119.05,115.26,116.62,71042636,MSFT
2019-10-04,120.15,120.87,117.26,119.63,69721518,MSFT
2019-10-07,114.78,116.49,114.69,115.97,45682575,MSFT
2019-10-08,116.8,118.44,116.72,117.07,86290108,MSFT
2019-10-09,117.69,118.28,115.22,116.02,19530569,MSFT
2019-10-10,118.3,119.05,117.6,117.97,76945211,MSFT
2019-10-11,117.2,117.69,115.94,116.38,9844509,MSFT
2019-10-14,121.19,121.93,118.65,119.13,9105082,MSFT
2019-10-15,119.24,120.37,118.2,119.85,67171113,MSFT
2019-10-16,116.85,117.43,115.88,116.48,32814419,MSFT
2019-10-17,112.09,113.08,111.87,112.73,21376268,MSFT
2019-10-18,112.22,112.57,111.81,112.23,63015004,MSFT
2019-10-21,115.35,115.99,113.16,114.83,63251674,MSFT
2019-10-22,113.86,115.44,112.53,115.17,70121696,MSFT
2019-10-23,115.55,115.61,114.72,115.41,28178434,MSFT
2019-10-24,115.18,115.49,114.76,115.05,32092895,MSFT
2019-10-25,117.64,117.95,115.39,116.6,73796617,MSFT
2019-10-28,116.86,117.81,116.73,117.45,66073937,MSFT
2019-10-29,116.83,118.33,116.33,118.12,45511676,MSFT
2019-10-30,116.65,117.68,115.21,116.26,40208049,MSFT
2019-10-31,117.59,119.04,117.36,118.73,48836651,MSFT
2019-11-01,121.81,122.79,121.23,121.62,75097075,MSFT
2019-11-04,119.64,120.55,118.76,119.07,7165991,MSFT
2019-11-05,123.0,124.59,122.16,123.93,86949702,MSFT
2019-11-06,125.43,126.19,125.01,125.57,25241285,MSFT
2019-11-07,123.53,124.68,122.95,124.64,21649882,MSFT
2019-11-08,117.84,122.27,117.69,120.77,46496476,MSFT
2019-11-11,120.71,122.92,120.6,122.24,6832732,MSFT
2019-11-12,121.3,124.06,119.52,123.51,18616784,MSFT
2019-11-13,122.38,122.66,121.71,122.37,62435168,MSFT
2019-11-14,117.71,119.45,116.93,118.8,84194762,MSFT
2019-11-15,121.04,121.68,120.6,121.2,33464557,MSFT
2019-11-18,120.04,120.82,119.53,120.1,70143665,MSFT
2019-11-19,120.31,121.5,118.52,119.25,81961600,MSFT
2019-11-20,124.88,125.71,123.74,125.27,66792704,MSFT
2019-11-21,129.54,130.1,128.86,130.0,23531056,MSFT
2019-11-22,132.79,133.78,131.93,132.24,34529118,MSFT
2019-11-25,133.13,133.58,131.19,131.33,53903124,MSFT
2019-11-26,132.81,132.91,132.74,132.91,45008935,MSFT
2019-11-27,128.32,128.79,125.51,127.96,49201143,MSFT
2019-11-28,128.08,128.38,127.7,128.31,79617984,MSFT
2019-11-29,126.0,127.19,124.95,126.77,27922941,MSFT
2019-12-02,122.49,124.71,122.49,124.14,52415931,MSFT
2019-12-03,120.85,121.31,119.76,120.94,73092495,MSFT
2019-12-04,121.84,122.4,121.62,122.14,75231871,MSFT
2019-12-05,122.15,122.82,122.12,122.43,77868788,MSFT
2019-12-06,124.93,125.75,120.63,122.87,11631209,MSFT
2019-12-09,124.38,125.49,123.78,124.75,7685086,MSFT
2019-12-10,123.41,123.87,122.77,123.08,33627131,MSFT
2019-12-11,120.25,121.27,119.57,120.62,12655213,MSFT
2019-12-12,118.3,118.87,115.85,117.13,44288496,MSFT
2019-12-13,116.27,117.21,115.47,116.57,9544184,MSFT
2019-12-16,120.05,120.95,117.25,118.19,75934853,MSFT
2019-12-17,117.72,119.18,117.36,117.99,24200811,MSFT
2019-12-18,120.17,120.84,119.2,119.39,54925848,MSFT
2019-12-19,118.13,118.2,115.68,117.12,74982968,MSFT
2019-12-20,116.04,117.0,115.73,116.29,77131302,MSFT
2019-12-23,115.71,116.17,114.2,114.88,34092590,MSFT
2019-12-24,112.62,113.38,111.58,112.57,9860518,MSFT
2019-12-25,115.53,116.64,114.97,116.29,82127058,MSFT
2019-12-26,117.4,118.41,116.56,118.09,59285116,MSFT
2019-12-27,116.99,117.43,115.4,116.67,41149105,MSFT
2019-12-30,117.01,117.22,113.54,115.26,68144992,MSFT
2019-12-31,114.76,116.33,114.59,115.25,14282227,MSFT
2020-01-01,113.07,113.71,111.77,112.55,37871228,MSFT
2020-01-02,112.7,114.1,111.78,113.49,32249975,MSFT
2020-01-03,111.35,111.69,110.6,111.12,4860253,MSFT
2020-01-06,109.28,111.09,109.21,110.52,78493344,MSFT
2020-01-07,107.96,110.25,107.89,108.7,9358079,MSFT
2020-01-08,107.9,108.09,107.35,107.91,75243932,MSFT
2020-01-09,104.91,106.16,104.39,105.59,76852033,MSFT
2020-01-10,102.65,103.34,102.37,102.89,62353850,MSFT
2020-01-13,102.17,102.58,101.08,101.3,51438128,MSFT
2020-01-14,100.11,101.1,99.78,100.22,46549614,MSFT
2020-01-15,99.19,100.16,98.57,99.81,88715663,MSFT
2020-01-16,98.96,100.14,98.82,100.01,18168313,MSFT
2020-01-17,102.26,103.13,101.93,102.74,72542322,MSFT
2020-01-20,105.27,105.78,103.84,104.26,25774692,MSFT
2020-01-21,103.82,104.56,102.89,103.9,6978132,MSFT
2020-01-22,105.14,105.7,104.33,105.28,4046971,MSFT
2020-01-23,104.78,105.34,102.73,104.15,2687554,MSFT
2020-01-24,107.59,107.9,105.27,106.84,27427836,MSFT
2020-01-27,108.85,109.03,107.4,107.93,46650087,MSFT
2020-01-28,105.24,106.42,104.78,105.57,9069037,MSFT
2020-01-29,106.18,108.5,106.03,107.02,87145948,MSFT
2020-01-30,107.06,109.29,106.82,108.61,13476837,MSFT
2020-01-31,103.24,103.94,102.05,103.86,33294725,MSFT
2020-02-03,102.3,102.83,101.51,102.63,77457765,MSFT
2020-02-04,102.52,102.63,101.11,101.9,73384942,MSFT
2020-02-05,98.96,99.36,97.65,98.7,56798088,MSFT
2020-02-06,96.53,97.45,95.42,97.0,16564074,MSFT
2020-02-07,96.25,96.96,95.31,95.54,38922427,MSFT
2020-02-10,95.41,97.03,95.25,96.45,3219124,MSFT
2020-02-11,96.15,97.62,94.57,97.03,3083094,MSFT
2020-02-12,100.52,102.7,100.25,101.55,53420613,MSFT
2020-02-13,100.01,101.0,99.84,100.96,42231360,MSFT
2020-02-14,102.82,103.07,102.29,103.05,13842936,MSFT
2020-02-17,102.52,104.21,102.52,103.27,76076665,MSFT
2020-02-18,103.16,103.93,102.68,103.84,70447076,MSFT
2020-02-19,103.06,103.66,101.54,101.9,80428595,MSFT
2020-02-20,97.49,99.42,97.08,98.73,3040312,MSFT
2020-02-21,96.67,97.6,96.38,97.54,64374774,MSFT
2020-02-24,98.69,99.05,97.63,98.9,60496079,MSFT
2020-02-25,102.06,102.49,101.2,101.68,23287688,MSFT
2020-02-26,103.24,103.92,101.58,102.82,26080544,MSFT
2020-02-27,103.54,105.16,102.53,103.79,12915864,MSFT
2020-02-28,102.08,102.42,100.85,102.41,41189626,MSFT
2020-03-02,104.96,105.24,104.51,105.21,70577631,MSFT
2020-03-03,108.4,108.85,107.52,107.73,75815179,MSFT
2020-03-04,106.01,107.55,105.07,106.86,10813040,MSFT
2020-03-05,104.72,106.89,103.4,106.87,88929528,MSFT
2020-03-06,105.32,105.65,104.9,105.16,74947949,MSFT
2020-03-09,106.83,108.42,106.34,107.91,79393198,MSFT
2020-03-10,108.69,108.86,108.52,108.76,82746678,MSFT
2020-03-11,109.95,110.08,107.5,108.68,85197439,MSFT
2020-03-12,109.61,109.73,108.37,109.53,49385108,MSFT
2020-03-13,112.16,112.27,109.82,110.45,79375023,MSFT
2020-03-16,108.28,109.82,107.81,109.77,88674040,MSFT
2020-03-17,107.78,107.89,106.96,107.57,28394986,MSFT
2020-03-18,105.68,105.71,105.09,105.34,18362180,MSFT
2020-03-19,103.08,103.91,101.87,102.36,4936042,MSFT
2020-03-20,102.61,103.67,102.37,103.26,85540436,MSFT
2020-03-23,107.46,107.53,106.45,107.32,66124345,MSFT
2020-03-24,104.46,104.47,102.73,104.36,29064988,MSFT
2020-03-25,104.77,105.51,103.81,104.69,67594117,MSFT
2020-03-26,104.28,105.87,103.49,105.52,41412651,MSFT
2020-03-27,102.33,104.01,101.89,103.86,80391281,MSFT
2020-03-30,104.79,105.13,104.21,104.31,70662247,MSFT
2020-03-31,102.77,103.32,102.07,102.47,55453991,MSFT
2020-04-01,104.71,105.16,103.98,104.68,89148725,MSFT
2020-04-02,104.27,104.58,103.63,103.72,3661724,MSFT
2020-04-03,104.94,105.05,101.96,103.98,39551091,MSFT
2020-04-06,104.25,106.87,104.14,105.29,32981997,MSFT
2020-04-07,105.31,105.54,103.66,104.62,4456253,MSFT
2020-04-08,102.86,104.14,101.39,101.57,4163094,MSFT
2020-04-09,101.62,102.58,100.18,100.74,21214409,MSFT
2020-04-10,102.66,103.59,101.57,102.15,70499214,MSFT
2020-04-13,102.71,102.99,100.26,102.09,28190068,MSFT
2020-04-14,101.33,103.59,100.32,102.58,21324295,MSFT
2020-04-15,100.38,100.81,100.13,100.8,69544371,MSFT
2020-04-16,102.03,102.98,99.86,101.13,40454158,MSFT
2020-04-17,103.79,103.82,101.95,102.48,63183167,MSFT
2020-04-20,103.05,103.48,102.62,102.63,89833501,MSFT
2020-04-21,105.72,106.47,105.67,106.11,63351812,MSFT
2020-04-22,105.73,105.92,105.38,105.83,82493800,MSFT
2020-04-23,104.84,105.51,102.79,104.06,18923994,MSFT
2020-04-24,103.09,104.31,101.21,101.33,35781849,MSFT
2020-04-27,104.14,104.92,103.4,103.42,25795378,MSFT
2020-04-28,102.98,103.77,102.69,103.41,31051817,MSFT
2020-04-29,105.89,106.87,104.86,105.3,68195382,MSFT
2020-04-30,106.64,107.32,106.02,106.21,51494868,MSFT
2020-05-01,111.55,112.24,108.23,109.28,49530705,MSFT
2020-05-04,112.36,112.44,110.41,111.76,71113746,MSFT
2020-05-05,111.21,113.02,111.1,111.14,7546339,MSFT
2020-05-06,111.72,112.33,111.08,111.76,74985603,MSFT
2020-05-07,112.79,115.28,111.25,113.94,53961757,MSFT
2020-05-08,110.71,112.32,110.4,111.67,5146370,MSFT
2020-05-11,114.13,114.91,113.2,114.56,79182854,MSFT
2020-05-12,116.28,117.73,115.95,117.04,12297662,MSFT
2020-05-13,119.36,119.39,117.8,119.12,33792668,MSFT
2020-05-14,118.96,119.9,118.65,118.82,42512671,MSFT
2020-05-15,120.54,120.7,118.61,119.54,80291728,MSFT
2020-05-18,118.95,119.46,117.28,117.39,26404436,MSFT
2020-05-19,117.81,118.23,115.84,117.61,20377524,MSFT
2020-05-20,116.39,117.9,116.19,116.54,49592478,MSFT
2020-05-21,115.01,117.21,114.95,116.81,85226944,MSFT
2020-05-22,116.36,116.4,115.68,115.94,56335068,MSFT
2020-05-25,117.3,118.53,116.24,116.6,83635079,MSFT
2020-05-26,118.33,119.87,118.2,119.06,9212217,MSFT
2020-05-27,116.2,116.95,115.96,116.54,37162915,MSFT
2020-05-28,117.84,119.49,117.1,118.5,28669256,MSFT
2020-05-29,115.73,116.38,114.21,114.65,13245597,MSFT
2020-06-01,111.23,113.38,110.59,110.61,24943797,MSFT
2020-06-02,111.67,111.8,110.17,110.48,44990984,MSFT
2020-06-03,109.5,111.48,109.23,110.59,8915417,MSFT
2020-06-04,114.09,114.1,110.71,111.52,80137030,MSFT
2020-06-05,107.79,109.07,107.52,108.54,5338993,MSFT
2020-06-08,107.61,110.27,107.35,108.52,35732582,MSFT
2020-06-09,109.06,109.82,108.28,108.85,49196911,MSFT
2020-06-10,110.81,112.04,110.06,111.29,73546963,MSFT
2020-06-11,112.95,113.66,109.5,111.19,19333033,MSFT
2020-06-12,111.94,113.64,110.93,112.3,65136227,MSFT
2020-06-15,109.93,111.03,109.77,110.54,20823652,MSFT
2020-06-16,111.24,111.88,108.52,110.29,46435135,MSFT
2020-06-17,110.72,111.33,109.32,109.55,11991761,MSFT
2020-06-18,110.21,112.32,110.15,110.97,77461092,MSFT
2020-06-19,108.8,110.59,108.37,109.21,50211866,MSFT
2020-06-22,107.47,108.57,106.89,107.77,58072965,MSFT
2020-06-23,108.8,109.39,108.09,108.92,75111162,MSFT
2020-06-24,114.05,114.63,112.06,112.39,11555618,MSFT
2020-06-25,114.46,114.64,112.34,113.22,46078837,MSFT
2020-06-26,114.97,115.82,113.14,113.9,52366052,MSFT
2020-06-29,114.59,115.73,111.99,113.33,72827163,MSFT
2020-06-30,115.6,115.7,114.82,115.55,23056944,MSFT
2020-07-01,117.61,118.75,115.85,116.72,62337546,MSFT
2020-07-02,120.27,121.81,119.75,120.32,65304129,MSFT
2020-07-03,120.35,121.96,120.07,121.1,14958284,MSFT
2020-07-06,120.98,121.67,119.21,119.27,53028960,MSFT
2020-07-07,116.48,118.42,116.18,118.22,2047753,MSFT
2020-07-08,116.38,117.22,115.42,116.35,67308083,MSFT
2020-07-09,113.46,114.47,112.89,114.0,10549365,MSFT
2020-07-10,114.95,117.18,114.91,116.58,76115926,MSFT
2020-07-13,117.93,118.43,117.86,118.3,8010688,MSFT
2020-07-14,116.01,117.28,115.9,115.93,74706424,MSFT
2020-07-15,120.08,120.91,119.36,119.6,71443708,MSFT
2020-07-16,119.37,120.98,118.07,120.21,4360024,MSFT
2020-07-17,119.14,120.07,117.93,118.37,47014636,MSFT
2020-07-20,119.57,120.33,119.21,119.25,47186001,MSFT
2020-07-21,120.05,120.71,118.96,119.22,89015878,MSFT
2020-07-22,115.84,118.35,115.46,117.76,52125906,MSFT
2020-07-23,113.6,115.23,112.86,114.03,56102006,MSFT
2020-07-24,113.61,114.25,113.57,114.2,76220772,MSFT
2020-07-27,115.44,116.51,114.24,114.87,46841000,MSFT
2020-07-28,109.35,110.29,108.85,110.04,73008202,MSFT
2020-07-29,110.7,111.85,110.44,111.18,80303139,MSFT
2020-07-30,111.36,112.48,111.23,112.45,67486092,MSFT
2020-07-31,110.52,112.34,110.28,111.65,84773023,MSFT
2020-08-03,111.07,113.03,111.06,111.97,39620945,MSFT
2020-08-04,112.44,113.06,110.93,111.53,74796528,MSFT
2020-08-05,109.05,110.45,108.47,110.05,15766894,MSFT
2020-08-06,107.2,109.63,106.6,109.47,33298725,MSFT
2020-08-07,112.38,112.75,111.75,112.12,12656812,MSFT
2020-08-10,109.05,110.55,108.87,109.48,26394507,MSFT
2020-08-11,110.52,110.96,109.26,110.02,63275050,MSFT
2020-08-12,110.95,111.09,109.51,110.46,29998149,MSFT
2020-08-13,108.93,109.82,108.57,109.23,55744395,MSFT
2020-08-14,108.11,109.23,106.97,108.51,58798177,MSFT
2020-08-17,105.54,106.77,104.78,106.05,82305125,MSFT
2020-08-18,104.6,104.64,104.26,104.62,39967914,MSFT
2020-08-19,104.03,105.09,103.46,104.74,49367605,MSFT
2020-08-20,105.57,106.0,105.01,105.41,23332579,MSFT
2020-08-21,105.11,105.25,103.88,103.9,65422684,MSFT
2020-08-24,108.91,110.44,108.55,109.54,62421150,MSFT
2020-08-25,107.99,109.36,107.09,108.58,17558093,MSFT
2020-08-26,108.31,109.67,107.5,108.91,3313279,MSFT
2020-08-27,109.13,109.96,108.56,108.58,79036424,MSFT
2020-08-28,108.52,108.6,106.82,107.94,32940278,MSFT
2020-08-31,111.78,113.23,110.23,110.45,37684432,MSFT
2020-09-01,110.3,111.11,108.68,109.65,32355901,MSFT
