Date,Open,High,Low,Close,Volume,ticker
2019-07-25,60.61,61.19,59.87,61.14,31213329,GOOGL
2019-07-26,62.6,62.89,61.8,62.14,36651410,GOOGL
2019-07-29,62.93,63.37,61.9,62.19,24602276,GOOGL
2019-07-30,62.88,62.94,62.43,62.62,44403121,GOOGL
2019-07-31,63.4,63.76,62.4,62.79,16846642,GOOGL
2019-08-01,62.69,63.08,62.02,63.0,30898116,GOOGL
2019-08-02,61.43,62.42,60.99,61.31,76363249,GOOGL
2019-08-05,61.09,61.93,60.49,60.84,37227875,GOOGL
2019-08-06,61.13,61.22,60.29,61.01,41636807,GOOGL
2019-08-07,61.77,62.27,59.88,60.19,38478207,GOOGL
2019-08-08,59.97,60.21,59.0,59.71,40964943,GOOGL
2019-08-09,58.6,59.42,58.42,58.86,88455827,GOOGL
2019-08-12,59.03,59.21,58.18,58.55,85880839,GOOGL
2019-08-13,58.96,59.75,58.76,59.51,5256939,GOOGL
2019-08-14,59.35,59.67,58.67,59.11,45442013,GOOGL
2019-08-15,59.45,59.7,58.95,58.99,44441895,GOOGL
2019-08-16,59.69,59.93,59.27,59.91,89417376,GOOGL
2019-08-19,60.54,60.7,60.08,60.67,69037734,GOOGL
2019-08-20,62.13,62.86,61.09,62.62,77534474,GOOGL
2019-08-21,60.44,60.51,59.97,60.32,69874685,GOOGL
2019-08-22,60.98,61.54,60.83,61.31,13160290,GOOGL
2019-08-23,61.83,61.92,60.66,60.82,43848753,GOOGL
2019-08-26,61.42,61.73,59.89,61.01,23075862,GOOGL
2019-08-27,61.92,62.3,61.83,62.0,12721414,GOOGL
2019-08-28,62.52,63.5,62.27,63.28,10272312,GOOGL
2019-08-29,65.8,66.05,64.54,64.54,43441406,GOOGL
2019-08-30,65.6,65.63,64.73,64.77,16077412,GOOGL
2019-09-02,67.1,68.38,66.29,66.75,14476289,GOOGL
2019-09-03,66.63,67.17,65.75,66.45,69318663,GOOGL
2019-09-04,66.5,66.51,66.18,66.33,19718201,GOOGL
2019-09-05,67.13,67.64,66.93,67.35,26111317,GOOGL
2019-09-06,67.94,68.22,65.03,66.73,57126754,GOOGL
2019-09-09,69.66,70.29,69.08,69.46,9765042,GOOGL
2019-09-10,69.95,71.54,69.55,70.82,50185878,GOOGL
2019-09-11,73.37,74.24,72.42,73.74,61289633,GOOGL
2019-09-12,72.09,74.94,71.67,73.76,39778086,GOOGL
2019-09-13,73.81,74.25,72.82,73.3,34066772,GOOGL
2019-09-16,74.16,74.22,72.88,73.57,28798527,GOOGL
2019-09-17,75.9,76.34,73.63,74.62,44370580,GOOGL
2019-09-18,75.36,76.27,73.59,73.88,72927571,GOOGL
2019-09-19,73.98,75.38,73.74,74.44,76338024,GOOGL
2019-09-20,74.85,75.92,73.62,74.47,5292061,GOOGL
2019-09-23,77.53,78.37,76.51,76.76,46520654,GOOGL
2019-09-24,76.51,77.03,75.74,75.89,18103720,GOOGL
2019-09-25,77.12,78.01,77.01,77.41,83258492,GOOGL
2019-09-26,77.19,78.03,75.85,76.56,27570618,GOOGL
2019-09-27,75.69,76.19,74.76,75.28,55984615,GOOGL
2019-09-30,75.36,75.62,73.47,74.36,40526010,GOOGL
2019-10-01,72.86,73.94,72.72,72.82,38053777,GOOGL
2019-10-02,72.97,73.48,72.78,73.06,83597754,GOOGL
2019-10-03,74.22,75.32,73.67,74.51,35522033,GOOGL
2019-10-04,74.59,74.92,74.58,74.78,11397773,GOOGL
2019-10-07,75.23,76.59,74.76,75.7,9761522,GOOGL
2019-10-08,77.87,78.48,77.46,78.04,38400593,GOOGL
2019-10-09,78.91,79.9,77.46,78.48,83693655,GOOGL
2019-10-10,79.22,79.42,78.23,78.82,79876596,GOOGL
2019-10-11,79.49,80.22,77.66,78.48,89652078,GOOGL
2019-10-14,77.09,77.17,75.89,76.26,44928471,GOOGL
2019-10-15,77.89,78.15,77.27,77.39,50395785,GOOGL
2019-10-16,74.26,75.36,74.16,75.0,87371582,GOOGL
2019-10-17,76.4,76.69,75.37,75.95,73567224,GOOGL
2019-10-18,76.85,77.1,75.05,75.98,82563891,GOOGL
2019-10-21,76.75,78.07,76.29,77.62,14252659,GOOGL
2019-10-22,76.84,78.14,76.48,77.58,41605450,GOOGL
2019-10-23,75.86,76.49,75.1,76.48,9875666,GOOGL
2019-10-24,76.35,77.84,75.96,77.03,49799100,GOOGL
2019-10-25,76.15,76.96,75.65,76.3,5326839,GOOGL
2019-10-28,75.5,76.87,74.71,76.1,63645494,GOOGL
2019-10-29,76.53,76.67,75.22,76.22,7218356,GOOGL
2019-10-30,75.29,76.38,74.86,76.08,84938280,GOOGL
2019-10-31,75.83,76.02,74.95,75.88,52628448,GOOGL
2019-11-01,74.49,75.23,73.67,74.79,14233817,GOOGL
2019-11-04,73.96,74.75,73.83,74.58,33393488,GOOGL
2019-11-05,72.49,72.67,71.3,71.77,13567303,GOOGL
2019-11-06,71.68,72.24,71.01,71.62,65824279,GOOGL
2019-11-07,70.5,70.94,69.92,70.12,81944358,GOOGL
2019-11-08,71.44,71.93,71.16,71.62,16388827,GOOGL
2019-11-11,73.86,74.25,72.83,73.35,41540015,GOOGL
2019-11-12,71.27,71.97,70.23,70.84,81613139,GOOGL
2019-11-13,71.01,71.45,70.42,71.07,25129129,GOOGL
2019-11-14,69.85,71.74,69.56,70.96,76151514,GOOGL
2019-11-15,70.23,70.26,69.42,69.67,68954461,GOOGL
2019-11-18,70.88,70.88,70.34,70.4,34912302,GOOGL
2019-11-19,70.01,70.02,69.19,69.86,13925928,GOOGL
2019-11-20,67.87,68.88,66.86,67.68,22769831,GOOGL
2019-11-21,67.51,67.79,67.15,67.4,16556212,GOOGL
2019-11-22,67.42,68.07,66.14,67.27,9663877,GOOGL
2019-11-25,66.86,67.88,66.67,67.45,23833992,GOOGL
2019-11-26,66.0,66.69,65.38,66.0,21928666,GOOGL
2019-11-27,67.02,67.06,66.15,66.79,58341686,GOOGL
2019-11-28,67.4,67.89,67.1,67.74,55584798,GOOGL
2019-11-29,65.83,66.48,65.21,66.39,48592263,GOOGL
2019-12-02,66.79,66.94,65.27,65.64,10635759,GOOGL
2019-12-03,65.99,66.45,65.39,65.59,58527284,GOOGL
2019-12-04,64.81,65.74,64.73,64.96,16721460,GOOGL
2019-12-05,66.84,67.95,66.27,67.11,32419010,GOOGL
2019-12-06,65.82,67.94,64.5,67.41,8894713,GOOGL
2019-12-09,65.4,66.42,64.97,66.23,21154916,GOOGL
2019-12-10,65.21,65.36,65.07,65.33,27064756,GOOGL
2019-12-11,66.11,66.59,64.99,65.31,30575385,GOOGL
2019-12-12,66.91,68.34,66.66,68.15,21588158,GOOGL
2019-12-13,67.58,68.85,66.83,67.98,69139964,GOOGL
2019-12-16,69.42,70.05,67.95,68.19,61937986,GOOGL
2019-12-17,69.34,69.79,68.62,68.88,76318483,GOOGL
2019-12-18,69.18,69.22,68.47,68.88,41688105,GOOGL
2019-12-19,72.68,72.75,70.64,71.86,51563703,GOOGL
2019-12-20,71.18,71.53,71.08,71.22,56603349,GOOGL
2019-12-23,72.16,72.92,71.99,72.24,88527747,GOOGL
2019-12-24,73.02,73.47,71.58,72.51,56092517,GOOGL
2019-12-25,74.0,74.23,72.62,73.39,27437974,GOOGL
2019-12-26,71.22,72.7,71.19,71.88,21321870,GOOGL
2019-12-27,75.37,75.55,74.21,74.29,43155216,GOOGL
2019-12-30,73.04,74.23,72.45,74.18,9637279,GOOGL
2019-12-31,73.85,75.27,73.76,74.28,84781089,GOOGL
2020-01-01,75.16,75.35,72.93,73.07,67476261,GOOGL
2020-01-02,71.86,73.03,71.22,72.16,85998207,GOOGL
2020-01-03,73.43,73.66,72.42,72.96,6250086,GOOGL
2020-01-06,73.7,74.58,73.42,74.33,53005070,GOOGL
2020-01-07,75.24,75.48,74.74,75.42,49717043,GOOGL
2020-01-08,76.69,77.65,76.11,77.16,54102613,GOOGL
2020-01-09,77.99,79.21,77.13,78.23,82065876,GOOGL
2020-01-10,78.84,79.88,78.03,78.32,21174797,GOOGL
2020-01-13,80.9,81.27,78.94,79.59,9533555,GOOGL
2020-01-14,81.2,81.64,79.58,80.51,8778437,GOOGL
2020-01-15,81.61,81.62,80.24,80.42,32716097,GOOGL
2020-01-16,81.22,82.73,80.38,81.55,14862250,GOOGL
2020-01-17,84.72,84.97,83.18,83.55,34245884,GOOGL
2020-01-20,84.45,84.97,83.17,83.97,38682918,GOOGL
2020-01-21,84.58,84.66,82.49,83.49,61322401,GOOGL
2020-01-22,84.37,85.4,83.54,84.65,57621103,GOOGL
2020-01-23,87.57,87.77,86.97,87.7,35061888,GOOGL
2020-01-24,88.57,89.05,86.87,87.43,51682217,GOOGL
2020-01-27,87.88,88.04,86.48,87.34,10300378,GOOGL
2020-01-28,87.32,87.56,86.31,87.19,61856559,GOOGL
2020-01-29,88.71,89.23,88.11,89.22,27315527,GOOGL
2020-01-30,86.3,86.86,85.98,86.34,77245006,GOOGL
2020-01-31,87.41,88.09,86.35,86.98,48063924,GOOGL
2020-02-03,89.59,89.66,88.45,88.96,38813862,GOOGL
2020-02-04,87.31,88.28,87.17,87.71,26788994,GOOGL
2020-02-05,89.95,90.58,89.94,90.19,3916121,GOOGL
2020-02-06,91.54,92.03,90.74,91.14,65815115,GOOGL
2020-02-07,89.42,91.16,88.5,90.3,36580844,GOOGL
2020-02-10,91.51,92.18,90.67,90.7,69059583,GOOGL
2020-02-11,88.28,88.44,88.0,88.26,67838839,GOOGL
2020-02-12,87.33,87.7,86.67,87.41,32801004,GOOGL
2020-02-13,88.47,91.17,87.53,90.44,88022172,GOOGL
2020-02-14,87.76,89.34,87.43,89.04,51740893,GOOGL
2020-02-17,91.3,92.47,89.66,92.16,44710194,GOOGL
2020-02-18,91.61,93.01,91.5,92.09,16436655,GOOGL
2020-02-19,92.91,94.29,92.34,93.84,2502930,GOOGL
2020-02-20,94.31,94.45,92.88,93.99,63410440,GOOGL
2020-02-21,90.39,90.87,89.29,90.28,60843308,GOOGL
2020-02-24,89.19,89.83,88.49,89.4,7924672,GOOGL
2020-02-25,88.11,90.21,87.93,89.78,63852132,GOOGL
2020-02-26,89.1,89.72,87.01,87.97,43181478,GOOGL
2020-02-27,85.68,87.13,85.65,85.9,44210122,GOOGL
2020-02-28,87.0,87.33,86.3,86.53,66754582,GOOGL
2020-03-02,85.05,86.43,84.45,85.57,77152312,GOOGL
2020-03-03,83.02,83.55,82.53,83.02,24842451,GOOGL
2020-03-04,82.57,83.64,82.03,82.05,30055423,GOOGL
2020-03-05,83.59,84.78,83.37,83.41,88736610,GOOGL
2020-03-06,83.48,83.55,81.66,82.75,74341190,GOOGL
2020-03-09,84.09,85.49,83.27,84.24,37767141,GOOGL
2020-03-10,88.26,88.52,86.35,86.68,48283336,GOOGL
2020-03-11,85.29,87.8,84.87,86.8,89904933,GOOGL
2020-03-12,84.65,85.3,84.26,85.08,53298294,GOOGL
2020-03-13,83.88,84.93,81.76,83.14,57969270,GOOGL
2020-03-16,82.97,83.36,82.92,83.16,22174278,GOOGL
2020-03-17,84.23,84.58,83.97,84.57,66420994,GOOGL
2020-03-18,83.67,85.82,83.25,85.05,38477018,GOOGL
2020-03-19,86.9,87.09,85.51,85.97,58363124,GOOGL
2020-03-20,83.85,85.68,83.07,85.33,24565572,GOOGL
2020-03-23,86.25,86.75,84.68,85.86,68549591,GOOGL
2020-03-24,85.33,85.55,84.94,85.19,50329316,GOOGL
2020-03-25,85.41,85.5,84.47,84.74,6596589,GOOGL
2020-03-26,83.92,83.94,82.44,82.83,3699293,GOOGL
2020-03-27,80.01,80.97,79.58,80.54,71140423,GOOGL
2020-03-30,79.29,80.03,78.28,79.89,6209579,GOOGL
2020-03-31,78.11,78.7,77.68,78.35,78800057,GOOGL
2020-04-01,75.82,77.4,74.62,77.04,21708967,GOOGL
2020-04-02,78.62,78.65,77.6,78.05,14060922,GOOGL
2020-04-03,77.65,78.47,77.04,77.95,4125238,GOOGL
2020-04-06,82.37,82.79,82.1,82.27,70698785,GOOGL
2020-04-07,82.85,84.26,82.32,83.73,81744670,GOOGL
2020-04-08,82.82,83.41,82.01,82.83,51874944,GOOGL
2020-04-09,83.58,85.47,82.36,84.08,45914597,GOOGL
2020-04-10,84.61,84.8,84.2,84.69,57373153,GOOGL
2020-04-13,82.83,84.31,81.94,83.69,74493192,GOOGL
2020-04-14,86.23,86.78,84.83,85.46,12304823,GOOGL
2020-04-15,83.79,85.03,83.23,84.31,38478949,GOOGL
2020-04-16,77.9,80.55,77.57,79.79,62090445,GOOGL
2020-04-17,81.46,81.99,80.14,81.01,63265118,GOOGL
2020-04-20,79.92,80.7,79.43,80.16,17109680,GOOGL
2020-04-21,81.73,82.68,80.74,82.43,80327355,GOOGL
2020-04-22,83.35,83.93,80.27,81.51,71934791,GOOGL
2020-04-23,79.76,80.12,79.58,79.83,18152615,GOOGL
2020-04-24,81.14,82.32,80.96,82.18,64910167,GOOGL
2020-04-27,80.15,81.05,79.67,80.64,35703301,GOOGL
2020-04-28,81.25,81.64,79.65,81.0,78850810,GOOGL
2020-04-29,83.02,83.46,82.91,83.23,57572591,GOOGL
2020-04-30,84.38,84.58,82.38,83.46,11743842,GOOGL
2020-05-01,84.18,84.71,83.34,83.4,49723185,GOOGL
2020-05-04,82.98,84.17,81.78,83.61,13710738,GOOGL
2020-05-05,84.96,85.53,84.84,84.97,13640218,GOOGL
2020-05-06,84.24,84.25,83.02,83.78,55022892,GOOGL
2020-05-07,84.43,85.39,84.43,84.78,82684629,GOOGL
2020-05-08,85.35,86.02,84.96,85.74,78971996,GOOGL
2020-05-11,90.23,90.4,89.38,89.54,83479746,GOOGL
2020-05-12,89.39,89.78,88.78,89.06,62972264,GOOGL
2020-05-13,86.49,87.66,86.41,87.64,44445126,GOOGL
2020-05-14,88.41,89.05,87.94,88.89,3894923,GOOGL
2020-05-15,87.94,89.18,87.88,88.31,65025606,GOOGL
2020-05-18,88.71,89.25,88.36,88.84,10770600,GOOGL
2020-05-19,88.5,89.26,88.22,89.12,42478885,GOOGL
2020-05-20,92.19,93.4,90.12,91.11,88858837,GOOGL
2020-05-21,89.25,90.35,89.2,90.09,64849748,GOOGL
2020-05-22,89.07,90.33,88.41,90.0,54471583,GOOGL
2020-05-25,86.09,86.33,85.4,85.96,9227267,GOOGL
2020-05-26,82.86,84.97,82.84,84.64,43034599,GOOGL
2020-05-27,86.25,87.51,85.19,87.11,7827000,GOOGL
2020-05-28,86.55,86.79,85.43,86.09,2705563,GOOGL
2020-05-29,83.99,85.31,83.28,85.05,24247269,GOOGL
2020-06-01,82.57,83.54,82.45,83.24,88731664,GOOGL
2020-06-02,84.99,86.16,83.77,84.19,36734173,GOOGL
2020-06-03,84.85,85.06,84.19,84.52,24700654,GOOGL
2020-06-04,82.78,83.13,82.06,82.77,85042633,GOOGL
2020-06-05,84.0,84.63,83.55,83.85,29467509,GOOGL
2020-06-08,83.76,84.7,82.9,84.31,67256557,GOOGL
2020-06-09,85.75,86.91,84.24,85.54,48038745,GOOGL
2020-06-10,84.42,84.86,83.87,84.6,11839807,GOOGL
2020-06-11,89.36,90.12,86.55,87.39,59812989,GOOGL
2020-06-12,88.52,88.71,86.95,88.11,50153007,GOOGL
2020-06-15,87.69,88.12,87.34,87.99,38385801,GOOGL
2020-06-16,87.15,87.54,86.57,87.22,62078445,GOOGL
2020-06-17,86.91,87.5,86.48,86.89,16797542,GOOGL
2020-06-18,87.19,89.47,86.67,88.33,5232512,GOOGL
2020-06-19,87.27,88.07,86.4,87.96,59999619,GOOGL
2020-06-22,91.0,91.46,89.33,89.77,31508006,GOOGL
2020-06-23,89.61,91.92,89.21,90.79,19886731,GOOGL
2020-06-24,92.6,93.21,91.4,93.12,82395872,GOOGL
2020-06-25,95.45,96.36,93.97,94.58,4717468,GOOGL
2020-06-26,95.83,96.12,94.49,94.54,44402783,GOOGL
2020-06-29,90.49,91.65,90.4,91.37,39123047,GOOGL
2020-06-30,93.14,94.24,91.73,91.93,45981597,GOOGL
2020-07-01,93.01,93.56,91.91,93.33,48815431,GOOGL
2020-07-02,95.08,95.43,93.22,93.68,75111942,GOOGL
2020-07-03,95.12,95.14,94.15,94.7,21272416,GOOGL
2020-07-06,93.7,94.11,93.59,93.96,56824982,GOOGL
2020-07-07,93.98,94.12,93.07,93.37,68050336,GOOGL
2020-07-08,92.3,93.26,91.5,91.85,59249730,GOOGL
2020-07-09,93.55,94.36,93.45,94.23,45550299,GOOGL
2020-07-10,96.41,97.04,93.39,94.57,84098219,GOOGL
2020-07-13,93.48,93.89,93.06,93.79,12954245,GOOGL
2020-07-14,92.55,93.39,91.59,91.6,40233271,GOOGL
2020-07-15,90.99,92.78,90.64,91.41,18880635,GOOGL
2020-07-16,92.34,94.16,92.28,93.92,65176805,GOOGL
2020-07-17,93.8,94.95,92.48,94.78,70736942,GOOGL
2020-07-20,93.5,94.26,93.09,93.6,65378668,GOOGL
2020-07-21,96.73,96.75,96.13,96.14,88753867,GOOGL
2020-07-22,100.33,101.0,97.93,98.76,63519744,GOOGL
2020-07-23,100.68,101.17,100.55,100.61,76450704,GOOGL
2020-07-24,101.87,102.5,101.67,102.15,60593833,GOOGL
2020-07-27,103.22,105.8,102.74,104.4,83651997,GOOGL
2020-07-28,105.46,105.54,105.46,105.52,12060609,GOOGL
2020-07-29,107.38,108.77,106.66,107.1,21061577,GOOGL
2020-07-30,103.51,107.73,102.98,105.66,78133632,GOOGL
2020-07-31,109.95,110.82,108.2,108.67,41125744,GOOGL
2020-08-03,110.33,111.15,108.71,109.21,58669268,GOOGL
2020-08-04,115.75,117.6,112.82,113.4,70585937,GOOGL
2020-08-05,108.41,110.74,107.17,109.33,76759588,GOOGL
2020-08-06,110.85,111.97,109.59,110.83,26821635,GOOGL
2020-08-07,112.91,113.16,112.19,112.91,41784878,GOOGL
2020-08-10,110.91,112.82,110.39,112.29,62089972,GOOGL
2020-08-11,112.4,115.03,111.95,113.3,25597927,GOOGL
2020-08-12,113.89,115.27,111.78,114.94,48112868,GOOGL
