Date,Open,High,Low,Close,Volume,ticker
2020-03-06,185.69,185.96,177.85,181.82,87029244,AMZN
2020-03-09,181.0,183.03,179.18,182.75,82977731,AMZN
2020-03-10,185.22,188.25,182.52,183.13,35347934,AMZN
2020-03-11,178.01,178.38,174.83,177.45,88962636,AMZN
2020-03-12,182.98,183.69,181.26,181.94,10105226,AMZN
2020-03-13,173.72,177.19,170.17,176.17,50689622,AMZN
2020-03-16,179.25,180.09,176.51,177.3,25160504,AMZN
2020-03-17,173.42,174.08,172.48,173.59,53736470,AMZN
2020-03-18,171.96,173.69,169.5,170.82,86182773,AMZN
2020-03-19,166.81,168.51,164.69,168.49,84217669,AMZN
2020-03-20,171.23,172.76,171.21,171.28,5244488,AMZN
2020-03-23,165.71,167.2,164.01,166.96,69558639,AMZN
2020-03-24,167.06,168.72,163.71,166.49,18761785,AMZN
2020-03-25,173.61,173.62,171.81,172.34,71705506,AMZN
2020-03-26,169.61,170.53,169.54,170.0,26684182,AMZN
2020-03-27,170.91,172.25,169.38,170.09,32821094,AMZN
2020-03-30,173.7,175.82,171.81,172.74,52617050,AMZN
2020-03-31,170.71,170.98,169.06,170.8,31339821,AMZN
2020-04-01,172.27,172.85,171.17,172.76,57716507,AMZN
2020-04-02,167.03,171.64,166.83,170.53,89608155,AMZN
2020-04-03,175.28,175.28,173.28,173.31,48810763,AMZN
2020-04-06,174.07,175.68,173.03,173.74,31680354,AMZN
2020-04-07,170.05,171.93,169.2,170.49,65473564,AMZN
2020-04-08,176.32,176.73,175.03,175.91,10022059,AMZN
2020-04-09,174.8,177.54,174.13,175.76,36692266,AMZN
2020-04-10,174.34,175.93,172.3,174.9,89363317,AMZN
2020-04-13,172.6,174.29,170.95,171.67,89493620,AMZN
2020-04-14,167.42,171.64,165.55,170.14,32127587,AMZN
2020-04-15,169.45,170.0,169.09,169.98,86365610,AMZN
2020-04-16,171.26,171.51,169.97,170.8,36904905,AMZN
2020-04-17,172.17,175.42,171.87,175.06,21900405,AMZN
2020-04-20,168.44,172.58,168.15,170.38,24582809,AMZN
2020-04-21,171.58,172.15,169.0,169.3,42938979,AMZN
2020-04-22,177.96,178.97,172.2,173.88,64292288,AMZN
2020-04-23,175.36,175.41,174.02,174.75,42248529,AMZN
2020-04-24,177.78,178.45,175.33,176.48,86021510,AMZN
2020-04-27,181.19,185.14,179.46,182.8,37463614,AMZN
2020-04-28,187.04,188.29,183.96,184.32,55813282,AMZN
2020-04-29,186.34,187.04,183.4,186.38,74101264,AMZN
2020-04-30,186.68,187.15,186.12,186.41,12807681,AMZN
2020-05-01,194.73,194.76,193.61,193.81,8826364,AMZN
2020-05-04,197.32,199.3,197.18,198.43,72435683,AMZN
2020-05-05,194.23,198.18,192.9,195.6,44497012,AMZN
2020-05-06,198.15,200.94,197.08,198.12,14967226,AMZN
2020-05-07,191.41,194.73,190.43,193.51,7751060,AMZN
2020-05-08,197.12,199.64,195.91,198.27,79410830,AMZN
2020-05-11,195.9,201.89,194.64,201.35,46260730,AMZN
2020-05-12,198.78,200.86,197.57,200.86,85064796,AMZN
2020-05-13,200.38,200.89,199.23,199.33,33456423,AMZN
2020-05-14,194.32,195.07,191.28,192.0,11290196,AMZN
2020-05-15,196.67,197.58,194.82,195.35,83633266,AMZN
2020-05-18,193.37,197.89,192.84,195.05,17097053,AMZN
2020-05-19,194.14,195.69,192.68,193.93,81432431,AMZN
2020-05-20,195.2,199.33,194.81,197.13,89123101,AMZN
2020-05-21,192.36,195.17,191.98,194.52,15250391,AMZN
2020-05-22,194.32,195.44,191.93,192.26,41064967,AMZN
2020-05-25,188.87,190.0,186.3,189.58,63012089,AMZN
2020-05-26,183.72,187.21,183.01,184.32,83827341,AMZN
2020-05-27,194.67,195.74,190.21,194.24,37806638,AMZN
2020-05-28,195.55,198.03,192.13,193.59,26373604,AMZN
2020-05-29,192.6,192.97,191.52,192.29,78697270,AMZN
2020-06-01,195.75,197.46,195.47,196.19,28934647,AMZN
2020-06-02,184.26,184.67,182.89,183.53,30236449,AMZN
2020-06-03,183.47,184.49,181.93,183.55,52168305,AMZN
2020-06-04,183.22,185.71,180.88,183.73,59714483,AMZN
2020-06-05,175.95,180.13,174.31,180.07,71838888,AMZN
2020-06-08,180.39,184.0,177.65,181.97,74562829,AMZN
2020-06-09,174.22,175.82,170.63,174.35,38737211,AMZN
2020-06-10,172.69,177.48,171.64,174.45,47112855,AMZN
2020-06-11,181.47,184.55,176.23,177.84,2285618,AMZN
2020-06-12,173.86,177.21,168.12,169.59,47260156,AMZN
2020-06-15,167.51,168.6,163.07,164.39,30650521,AMZN
2020-06-16,162.38,166.5,161.36,163.77,51832729,AMZN
2020-06-17,164.63,165.3,162.03,163.6,48246684,AMZN
2020-06-18,162.09,163.82,160.57,161.19,81511119,AMZN
2020-06-19,163.04,165.02,162.16,162.25,86698219,AMZN
2020-06-22,160.32,163.33,157.95,162.86,48030821,AMZN
2020-06-23,159.71,161.51,157.34,157.96,27369722,AMZN
2020-06-24,160.36,162.92,156.33,157.32,36513806,AMZN
2020-06-25,154.3,154.37,152.5,152.77,76543157,AMZN
2020-06-26,149.27,150.64,145.16,145.8,31544409,AMZN
2020-06-29,137.89,138.16,135.07,138.13,51836625,AMZN
2020-06-30,142.09,142.09,140.83,140.85,67406695,AMZN
2020-07-01,142.23,143.28,138.82,140.09,23084089,AMZN
2020-07-02,144.5,146.06,142.58,145.69,21563690,AMZN
2020-07-03,140.85,141.88,140.46,140.8,2047759,AMZN
2020-07-06,138.46,140.4,136.81,139.34,52056707,AMZN
2020-07-07,141.49,142.06,138.73,139.95,31558161,AMZN
2020-07-08,137.68,139.73,136.39,139.11,86419152,AMZN
2020-07-09,140.91,141.73,139.67,140.21,81696823,AMZN
2020-07-10,139.7,140.37,139.16,140.24,40318654,AMZN
2020-07-13,139.57,139.87,137.8,138.02,80994265,AMZN
2020-07-14,130.45,131.65,129.36,130.93,23966442,AMZN
2020-07-15,127.96,128.88,127.65,127.95,80677493,AMZN
2020-07-16,132.98,133.53,132.17,132.4,78983077,AMZN
2020-07-17,133.41,135.53,133.2,134.24,4086020,AMZN
2020-07-20,137.52,139.49,136.58,137.91,53269838,AMZN
2020-07-21,135.75,135.94,134.97,135.86,55733020,AMZN
2020-07-22,134.5,135.07,134.31,134.99,76241216,AMZN
2020-07-23,132.76,134.54,131.54,132.18,64033588,AMZN
2020-07-24,132.14,133.41,131.03,133.0,53720942,AMZN
2020-07-27,133.21,135.56,132.43,132.9,29037159,AMZN
2020-07-28,133.67,135.09,133.43,133.92,19269845,AMZN
2020-07-29,138.03,140.39,137.13,138.79,69349807,AMZN
2020-07-30,134.63,136.45,134.23,136.06,84561293,AMZN
2020-07-31,135.36,138.35,134.72,137.97,24400987,AMZN
2020-08-03,132.75,133.88,132.14,133.63,2862181,AMZN
2020-08-04,137.46,139.07,136.45,136.57,12201336,AMZN
2020-08-05,134.63,135.17,133.51,135.04,31493951,AMZN
2020-08-06,136.78,137.13,134.38,134.58,11391684,AMZN
2020-08-07,133.39,135.5,133.15,134.73,64865787,AMZN
2020-08-10,138.79,139.75,138.78,139.31,23396912,AMZN
2020-08-11,136.67,139.73,136.18,138.97,12911335,AMZN
2020-08-12,138.9,139.24,136.91,137.25,75347777,AMZN
2020-08-13,131.68,134.62,130.12,133.57,36588022,AMZN
2020-08-14,134.74,134.86,133.93,134.11,45221380,AMZN
2020-08-17,131.84,132.6,131.26,131.44,9087104,AMZN
2020-08-18,133.34,133.71,129.0,129.8,14202737,AMZN
2020-08-19,131.3,133.34,128.91,129.49,34339741,AMZN
2020-08-20,132.22,134.74,129.22,131.13,19331461,AMZN
2020-08-21,129.1,129.76,127.55,128.9,28607933,AMZN
2020-08-24,133.12,134.06,129.95,130.53,45157096,AMZN
2020-08-25,134.83,135.99,133.01,135.33,32965355,AMZN
2020-08-26,129.16,131.27,127.76,130.84,21480359,AMZN
2020-08-27,135.74,138.02,134.47,134.48,43238480,AMZN
2020-08-28,140.5,143.31,140.48,140.57,76942182,AMZN
2020-08-31,137.56,138.75,136.39,138.55,30120479,AMZN
2020-09-01,140.67,141.23,138.91,140.14,62187226,AMZN
